house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent,rent_per_sqft
"3 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,1760.0,3,3,2,Semi-Furnished,44.0,77000.0,43.75
"3 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,1950.0,3,3,0,Semi-Furnished,64.0,130000.0,66.67
"4 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,3650.0,4,4,3,Semi-Furnished,28.0,100000.0,27.4
4 BHK Villa for Rent in Marathahalli Bangalore,Marathahalli,Bengaluru,2800.0,4,4,2,Semi-Furnished,43.0,120000.0,42.86
4 BHK Villa for Rent in Marathahalli Bangalore,Marathahalli,Bengaluru,4124.0,4,4,0,Semi-Furnished,42.0,180000.0,43.65
"3 BHK Flat for Rent in Marathahalli Sarjapur Outer Ring Road, Bangalore",Marathahalli Sarjapur Outer Ring Road,Bengaluru,2015.0,3,3,3,Semi-Furnished,50.0,100000.0,49.63
"1 BHK Flat for Rent in Marathahalli Village, Marathahalli, Bangalore",Marathahalli Village,Bengaluru,500.0,1,1,0,Semi-Furnished,20.0,10000.0,20.0
"5 BHK Flat for Rent in Marathahalli Village, Marathahalli, Bangalore",Marathahalli Village,Bengaluru,4800.0,5,6,5,Semi-Furnished,46.0,220000.0,45.83
"1 BHK House for Rent in Marenahalli - Vijaynagar, West Of Chord Road Bangalore",Marenahalli - Vijaynagar,Bengaluru,600.0,1,1,0,Unfurnished,13.0,7500.0,12.5
"3 BHK Flat for Rent in Marenahalli - Vijaynagar, West Of Chord Road, Bangalore",Marenahalli - Vijaynagar,Bengaluru,1250.0,3,2,0,Semi-Furnished,18.0,23000.0,18.4
2 BHK House for Rent in Margondanahalli Bangalore,Margondanahalli,Bengaluru,600.0,2,1,0,Semi-Furnished,11.0,6500.0,10.83
2 BHK House for Rent in Margondanahalli Bangalore,Margondanahalli,Bengaluru,800.0,2,2,2,Semi-Furnished,10.0,8000.0,10.0
2 BHK House for Rent in Margondanahalli Bangalore,Margondanahalli,Bengaluru,570.0,2,2,0,Semi-Furnished,15.0,8500.0,14.91
2 BHK House for Rent in Margondanahalli Bangalore,Margondanahalli,Bengaluru,1000.0,2,2,0,Semi-Furnished,14.0,14000.0,14.0
2 BHK House for Rent in Margondanahalli Bangalore,Margondanahalli,Bengaluru,830.0,2,2,0,Semi-Furnished,18.0,15000.0,18.07
2 BHK House for Rent in Margondanahalli Bangalore,Margondanahalli,Bengaluru,1200.0,2,2,0,Unfurnished,15.0,18000.0,15.0
"2 BHK Flat for Rent in Maruthi Nagar Attiguppe, Bangalore",Maruthi Nagar Attiguppe,Bengaluru,800.0,2,2,0,Semi-Furnished,30.0,24000.0,30.0
"4 BHK Flat for Rent in Maruthi Nagar Dasarahalli, Bangalore",Maruthi Nagar Dasarahalli,Bengaluru,2160.0,4,4,0,Furnished,35.0,75000.0,34.72
4 BHK Villa for Rent in Maruthi Nagar Yelahanka Bangalore,Maruthi Nagar Yelahanka,Bengaluru,4350.0,4,4,0,Semi-Furnished,55.0,240000.0,55.17
1 BHK House for Rent in Maruti Nagar Devinagar Bangalore,Maruti Nagar,Bengaluru,700.0,1,1,0,Semi-Furnished,9.0,6500.0,9.29
1 BHK House for Rent in Matadahalli Bangalore,Matadahalli,Bengaluru,300.0,1,1,0,Semi-Furnished,22.0,6500.0,21.67
2 BHK House for Rent in Mathikere Bangalore,Mathikere,Bengaluru,850.0,2,2,0,Furnished,29.0,25000.0,29.41
"3 BHK House for Rent in Mathikere Extension, Mathikere Bangalore",Mathikere Extension,Bengaluru,2200.0,3,2,0,Semi-Furnished,16.0,36000.0,16.36
2 BHK House for Rent in Mathrushree Layout Doddamuniswamy Reddy Layout Bangalore,Mathrushree Layout Doddamuniswamy Reddy Layout,Bengaluru,600.0,2,2,0,Semi-Furnished,25.0,15000.0,25.0
1 BHK House for Rent in Mavalli Bangalore,Mavalli,Bengaluru,550.0,1,1,0,Semi-Furnished,25.0,14000.0,25.45
2 BHK House for Rent in MC Layout Bangalore,Mc Layout,Bengaluru,1000.0,2,2,0,Semi-Furnished,24.0,24000.0,24.0
"2 BHK House for Rent in Mcechs Layout, Jakkuru Bangalore",Mcechs Layout,Bengaluru,900.0,2,2,0,Semi-Furnished,39.0,35000.0,38.89
2 BHK House for Rent in Medahalli Bangalore,Medahalli,Bengaluru,800.0,2,1,0,Unfurnished,8.0,6500.0,8.12
2 BHK House for Rent in Medahalli Bangalore,Medahalli,Bengaluru,750.0,2,1,0,Unfurnished,17.0,13000.0,17.33
2 BHK House for Rent in Medahalli Bangalore,Medahalli,Bengaluru,900.0,2,2,2,Unfurnished,20.0,18000.0,20.0
2 BHK House for Rent in Medahalli Bangalore,Medahalli,Bengaluru,300.0,2,2,0,Semi-Furnished,83.0,25000.0,83.33
2 BHK House for Rent in Medi Agrahara Bangalore,Medi Agrahara,Bengaluru,900.0,2,1,0,Semi-Furnished,11.0,10000.0,11.11
"2 BHK Flat for Rent in Meenakshi Layout Choodasandra, Bangalore",Meenakshi Layout Choodasandra,Bengaluru,800.0,2,2,0,Semi-Furnished,20.0,16000.0,20.0
"3 BHK Flat for Rent in Meenakshi Layout Choodasandra, Bangalore",Meenakshi Layout Choodasandra,Bengaluru,1300.0,3,2,2,Unfurnished,35.0,45800.0,35.23
1 BHK House for Rent in Michael Palaya Bangalore,Michael Palya,Bengaluru,350.0,1,1,0,Semi-Furnished,24.0,8500.0,24.29
1 BHK House for Rent in Mico Layout Hongasandra Bangalore,Mico Layout,Bengaluru,400.0,1,1,0,Unfurnished,45.0,18000.0,45.0
2 BHK House for Rent in Mico Layout Hongasandra Bangalore,Mico Layout,Bengaluru,850.0,2,2,2,Furnished,19.0,16000.0,18.82
"3 BHK Flat for Rent in Bellahalli, Bangalore",Mitganahalli,Bengaluru,950.0,3,3,0,Semi-Furnished,29.0,28000.0,29.47
2 BHK House for Rent in MKS Layout Bangalore,Mks Layout,Bengaluru,1000.0,2,2,0,Semi-Furnished,25.0,25000.0,25.0
2 BHK House for Rent in Mudalapalya Bangalore,Moodalapalya,Bengaluru,900.0,2,2,0,Semi-Furnished,16.0,14000.0,15.56
"2 BHK House for Rent in Ms Palya, Vidyaranyapura Bangalore",Ms Palya,Bengaluru,800.0,2,1,0,Semi-Furnished,16.0,12500.0,15.62
"2 BHK Flat for Rent in Ms Ramaiah City Layout, Arakere, Bangalore",Ms Ramaiah City Layout,Bengaluru,850.0,2,2,0,Semi-Furnished,21.0,18000.0,21.18
"1 BHK Flat for Rent in Mullur, Bangalore",Mullur,Bengaluru,550.0,1,1,0,Semi-Furnished,24.0,13000.0,23.64
2 BHK House for Rent in Mullur Bangalore,Mullur,Bengaluru,1000.0,2,2,0,Semi-Furnished,25.0,25000.0,25.0
2 BHK House for Rent in Mullur Bangalore,Mullur,Bengaluru,1000.0,2,2,2,Semi-Furnished,28.0,28000.0,28.0
"2 BHK House for Rent in Munikalappa Layout, Jalahalli East Bangalore",Munikalappa Layout,Bengaluru,900.0,2,2,0,Semi-Furnished,27.0,24000.0,26.67
"1 BHK Flat for Rent in Munireddy Layout Konanakunte, Bangalore",Munireddy Layout,Bengaluru,700.0,1,1,0,Unfurnished,13.0,9000.0,12.86
1 BHK House for Rent in Munnekollal Bangalore,Munnekollal,Bengaluru,600.0,1,1,0,Semi-Furnished,17.0,10000.0,16.67
"1 BHK Flat for Rent in Munnekollal, Bangalore",Munnekollal,Bengaluru,400.0,1,1,0,Semi-Furnished,29.0,11500.0,28.75
1 BHK House for Rent in Munnekollal Bangalore,Munnekollal,Bengaluru,400.0,1,1,0,Semi-Furnished,35.0,14000.0,35.0
1 BHK House for Rent in Munnekollal Bangalore,Munnekollal,Bengaluru,500.0,1,1,0,Semi-Furnished,28.0,14000.0,28.0
"1 BHK Flat for Rent in Munnekollal, Bangalore",Munnekollal,Bengaluru,400.0,1,1,0,Semi-Furnished,35.0,14000.0,35.0
"1 BHK Flat for Rent in Munnekollal, Bangalore",Munnekollal,Bengaluru,450.0,1,1,0,Semi-Furnished,38.0,17000.0,37.78
1 BHK House for Rent in Munnekollal Bangalore,Munnekollal,Bengaluru,500.0,1,1,0,Unfurnished,36.0,18000.0,36.0
2 BHK House for Rent in Munnekollal Bangalore,Munnekollal,Bengaluru,750.0,2,1,0,Semi-Furnished,25.0,19000.0,25.33
"2 BHK Flat for Rent in Munnekollal, Bangalore",Munnekollal,Bengaluru,800.0,2,2,0,Furnished,38.0,30000.0,37.5
2 BHK House for Rent in Munnekollal Bangalore,Munnekollal,Bengaluru,1150.0,2,2,2,Unfurnished,30.0,34000.0,29.57
"3 BHK Flat for Rent in Munnekollal, Bangalore",Munnekollal,Bengaluru,2000.0,3,2,0,Unfurnished,20.0,40000.0,20.0
1 BHK House for Rent in Murgesh Pallya Bangalore,Murugeshpalya,Bengaluru,600.0,1,1,0,Unfurnished,20.0,12000.0,20.0
1 BHK House for Rent in Murgesh Pallya Bangalore,Murugeshpalya,Bengaluru,600.0,1,1,0,Unfurnished,37.0,22000.0,36.67
"2 BHK Flat for Rent in Murgesh Pallya, Bangalore",Murugeshpalya,Bengaluru,1170.0,2,2,2,Unfurnished,28.0,33000.0,28.21
"3 BHK Flat for Rent in Murgesh Pallya, Bangalore",Murugeshpalya,Bengaluru,1382.0,3,3,0,Furnished,35.0,48000.0,34.73
"3 BHK Flat for Rent in Murgesh Pallya, Bangalore",Murugeshpalya,Bengaluru,1800.0,3,3,3,Semi-Furnished,50.0,90000.0,50.0
5 BHK Villa for Rent in Muthanallur Bangalore,Muthanallur,Bengaluru,3500.0,5,5,0,Semi-Furnished,37.0,130000.0,37.14
2 BHK House for Rent in Mysore Road Bangalore,Mysore Road,Bengaluru,1200.0,2,2,0,Unfurnished,5.0,6000.0,5.0
"3 BHK Flat for Rent in Mysore Road, Bangalore",Mysore Road,Bengaluru,900.0,3,2,0,Unfurnished,17.0,15000.0,16.67
"3 BHK Flat for Rent in Mysore Road, Bangalore",Mysore Road,Bengaluru,1425.0,3,2,2,Semi-Furnished,26.0,37000.0,25.96
1 BHK House for Rent in Naganathapura Rayasandra Bangalore,Naganathapura,Bengaluru,450.0,1,1,0,Unfurnished,18.0,7900.0,17.56
"2 BHK Flat for Rent in Naganathapura Rayasandra, Bangalore",Naganathapura,Bengaluru,900.0,2,2,0,Semi-Furnished,17.0,15000.0,16.67
"2 BHK Flat for Rent in Naganathapura Rayasandra, Bangalore",Naganathapura,Bengaluru,1250.0,2,2,2,Semi-Furnished,26.0,33000.0,26.4
"3 BHK Flat for Rent in Naganathapura Rayasandra, Bangalore",Naganathapura,Bengaluru,1500.0,3,3,0,Semi-Furnished,22.0,33000.0,22.0
"3 BHK Flat for Rent in Naganathapura Rayasandra, Bangalore",Naganathapura,Bengaluru,1150.0,3,3,0,Semi-Furnished,30.0,35000.0,30.43
5 BHK House for Rent in Nagapura Bangalore,Nagapura,Bengaluru,2500.0,5,4,0,Unfurnished,32.0,80000.0,32.0
2 BHK House for Rent in Naagarabhaavi Bangalore,Nagarbhavi,Bengaluru,700.0,2,1,2,Semi-Furnished,11.0,8000.0,11.43
"2 BHK Flat for Rent in Naagarabhaavi, Bangalore",Nagarbhavi,Bengaluru,750.0,2,1,0,Semi-Furnished,11.0,8000.0,10.67
"2 BHK Flat for Rent in Nagasandra, Bangalore",Nagasandra,Bengaluru,868.0,2,2,0,Semi-Furnished,40.0,35000.0,40.32
"3 BHK Flat for Rent in Nagasandra, Bangalore",Nagasandra,Bengaluru,1187.0,3,3,2,Unfurnished,35.0,42000.0,35.38
"4 BHK Flat for Rent in Nagasandra Main Road, Bangalore",Nagasandra Main Road,Bengaluru,2150.0,4,4,2,Semi-Furnished,33.0,71000.0,33.02
2 BHK House for Rent in Nagavara Bangalore,Nagavara,Bengaluru,600.0,2,1,0,Semi-Furnished,14.0,8500.0,14.17
3 BHK House for Rent in Nagavara Bangalore,Nagavara,Bengaluru,1400.0,3,2,0,Semi-Furnished,25.0,35000.0,25.0
"3 BHK Flat for Rent in Nagavara, Bangalore",Nagavara,Bengaluru,2600.0,3,3,3,Semi-Furnished,25.0,65000.0,25.0
"3 BHK Flat for Rent in Nagavara, Bangalore",Nagavara,Bengaluru,2450.0,3,4,0,Semi-Furnished,35.0,85000.0,34.69
"4 BHK Flat for Rent in Nagavara, Bangalore",Nagavara,Bengaluru,2600.0,4,4,0,Semi-Furnished,23.0,60000.0,23.08
"4 BHK Flat for Rent in Nagavara, Bangalore",Nagavara,Bengaluru,2900.0,4,5,4,Semi-Furnished,31.0,90000.0,31.03
2 BHK House for Rent in Nagdevanahalli Bangalore,Nagdevanahalli,Bengaluru,850.0,2,2,0,Unfurnished,18.0,15000.0,17.65
"3 BHK Flat for Rent in Nagdevanahalli, Bangalore",Nagdevanahalli,Bengaluru,1240.0,3,2,2,Semi-Furnished,20.0,25000.0,20.16
"1 BHK Flat for Rent in Nagegowdanapalya, Bangalore",Nagegowdanapalya,Bengaluru,390.0,1,1,0,Furnished,64.0,25000.0,64.1
3 BHK Villa for Rent in Nagegowdanapalya Bangalore,Nagegowdanapalya,Bengaluru,2200.0,3,3,0,Semi-Furnished,20.0,45000.0,20.45
1 BHK House for Rent in Nagondanahalli Bangalore,Nagondanahalli,Bengaluru,550.0,1,1,0,Furnished,27.0,15000.0,27.27
"3 BHK Flat for Rent in Naidu Layout Electronic City, Bangalore",Naidu Layout Electronic City,Bengaluru,1195.0,3,3,2,Semi-Furnished,46.0,55000.0,46.03
"1 BHK Flat for Rent in Nallurhalli, Whitefield, Borewell Road, Bangalore",Nallurhalli,Bengaluru,550.0,1,1,0,Semi-Furnished,37.0,20500.0,37.27
"2 BHK Flat for Rent in Nallurhalli, Whitefield, Borewell Road, Bangalore",Nallurhalli,Bengaluru,1260.0,2,2,0,Semi-Furnished,28.0,35000.0,27.78
4 BHK Villa for Rent in Nandi Hills Bangalore,Nandi Hills,Bengaluru,7900.0,4,5,2,Furnished,61.0,480000.0,60.76
3 BHK House for Rent in Nandini Layout Bangalore,Nandini Layout,Bengaluru,1500.0,3,3,0,Unfurnished,19.0,28000.0,18.67
1 BHK House for Rent in Nanjappa Layout Adugodi Bangalore,Nanjappa Layout Adugodi,Bengaluru,500.0,1,1,0,Unfurnished,26.0,13000.0,26.0
3 BHK Villa for Rent in Narayanaghatta Bangalore,Narayanaghatta,Bengaluru,1885.0,3,3,2,Semi-Furnished,29.0,55000.0,29.18
1 BHK House for Rent in Nayanda Halli Bangalore,Nayandahalli,Bengaluru,800.0,1,1,0,Semi-Furnished,8.0,6000.0,7.5
"1 BHK Flat for Rent in Neeladri Nagar, Bangalore",Neeladri Nagar,Bengaluru,525.0,1,1,0,Semi-Furnished,30.0,15500.0,29.52
2 BHK House for Rent in Neeladri Nagar Bangalore,Neeladri Nagar,Bengaluru,550.0,2,2,0,Semi-Furnished,22.0,12000.0,21.82
"2 BHK Flat for Rent in Neeladri Nagar, Bangalore",Neeladri Nagar,Bengaluru,980.0,2,2,0,Furnished,22.0,22000.0,22.45
"2 BHK Flat for Rent in Neeladri Nagar, Bangalore",Neeladri Nagar,Bengaluru,1200.0,2,2,0,Furnished,20.0,24000.0,20.0
"2 BHK Flat for Rent in Neeladri Nagar, Bangalore",Neeladri Nagar,Bengaluru,1080.0,2,2,0,Semi-Furnished,23.0,25000.0,23.15
"2 BHK Flat for Rent in Neeladri Nagar, Bangalore",Neeladri Nagar,Bengaluru,900.0,2,2,3,Semi-Furnished,38.0,34000.0,37.78
"3 BHK Flat for Rent in Neeladri Nagar, Bangalore",Neeladri Nagar,Bengaluru,1845.0,3,3,3,Semi-Furnished,24.0,45000.0,24.39
1 BHK House for Rent in Neelasandra Bangalore,Neelasandra,Bengaluru,600.0,1,1,0,Semi-Furnished,13.0,8000.0,13.33
"2 BHK Flat for Rent in Nehru Nagar, Bangalore",Nehru Nagar,Bengaluru,1375.0,2,2,0,Semi-Furnished,29.0,40000.0,29.09
"3 BHK Flat for Rent in Nehru Nagar, Bangalore",Nehru Nagar,Bengaluru,1568.0,3,3,0,Furnished,32.0,50000.0,31.89
2 BHK House for Rent in Nelamangala Town Bangalore,Nelamangala,Bengaluru,600.0,2,1,0,Unfurnished,12.0,7000.0,11.67
"2 BHK Flat for Rent in Nelamangala Town, Bangalore",Nelamangala,Bengaluru,810.0,2,2,2,Semi-Furnished,10.0,8000.0,9.88
"2 BHK Flat for Rent in Kempegowda International Airport Road, Bangalore",New International Airport Road,Bengaluru,950.0,2,2,0,Semi-Furnished,19.0,18000.0,18.95
"2 BHK Flat for Rent in Kempegowda International Airport Road, Bangalore",New International Airport Road,Bengaluru,1143.0,2,2,0,Semi-Furnished,23.0,26000.0,22.75
"2 BHK Flat for Rent in Kempegowda International Airport Road, Bangalore",New International Airport Road,Bengaluru,1000.0,2,1,2,Semi-Furnished,30.0,30000.0,30.0
"2 BHK Flat for Rent in Kempegowda International Airport Road, Bangalore",New International Airport Road,Bengaluru,1311.0,2,2,2,Furnished,37.0,48000.0,36.61
"3 BHK Flat for Rent in Kempegowda International Airport Road, Bangalore",New International Airport Road,Bengaluru,1500.0,3,3,0,Semi-Furnished,30.0,45000.0,30.0
"3 BHK Flat for Rent in Kempegowda International Airport Road, Bangalore",New International Airport Road,Bengaluru,1500.0,3,3,0,Semi-Furnished,33.0,50000.0,33.33
3 BHK House for Rent in Nisarga Nandana Layout Bangalore,Nisarga Nandana Layout,Bengaluru,1560.0,3,3,0,Semi-Furnished,14.0,22000.0,14.1
"3 BHK Flat for Rent in NR Colony Basavanagudi, Bangalore",Nr Colony,Bengaluru,1700.0,3,2,0,Semi-Furnished,18.0,30000.0,17.65
3 BHK House for Rent in Nyanapanahalli Bangalore,Nyanapanahalli,Bengaluru,1350.0,3,3,0,Semi-Furnished,17.0,23000.0,17.04
"2 BHK House for Rent in Old Guddadahalli, Guddadahalli Bangalore",Old Guddadahalli,Bengaluru,800.0,2,2,0,Unfurnished,8.0,6000.0,7.5
"1 BHK Flat for Rent in Old Madras Road, Bangalore",Old Madras Road,Bengaluru,550.0,1,1,0,Unfurnished,27.0,15000.0,27.27
2 BHK House for Rent in Old Madras Road Bangalore,Old Madras Road,Bengaluru,950.0,2,2,0,Semi-Furnished,16.0,15000.0,15.79
2 BHK House for Rent in Old Madras Road Bangalore,Old Madras Road,Bengaluru,1350.0,2,2,0,Furnished,26.0,34900.0,25.85
"2 BHK Flat for Rent in Old Madras Road, Bangalore",Old Madras Road,Bengaluru,850.0,2,2,2,Furnished,41.0,35000.0,41.18
"3 BHK Flat for Rent in Old Madras Road, Bangalore",Old Madras Road,Bengaluru,1150.0,3,3,2,Semi-Furnished,39.0,45000.0,39.13
"3 BHK Flat for Rent in Old Madras Road, Bangalore",Old Madras Road,Bengaluru,1533.0,3,3,0,Semi-Furnished,30.0,46000.0,30.01
"3 BHK Flat for Rent in Old Madras Road, Bangalore",Old Madras Road,Bengaluru,1500.0,3,3,2,Semi-Furnished,35.0,52000.0,34.67
5 BHK Villa for Rent in Old Madras Road Bangalore,Old Madras Road,Bengaluru,3900.0,5,5,3,Unfurnished,38.0,150000.0,38.46
"3 BHK Flat for Rent in Ombr Layout, Banaswadi, Bangalore",Ombr Layout,Bengaluru,1690.0,3,3,0,Semi-Furnished,28.0,48000.0,28.4
"4 BHK Villa for Rent in Ombr Layout, Banaswadi Bangalore",Ombr Layout,Bengaluru,4300.0,4,4,3,Semi-Furnished,29.0,130000.0,30.23
"2 BHK Flat for Rent in Pai Layout Hulimavu, Bangalore",Pai Layout Hulimavu,Bengaluru,1100.0,2,2,0,Semi-Furnished,21.0,23000.0,20.91
"2 BHK Flat for Rent in Pai Layout Mahadevapura, Bangalore",Pai Layout Mahadevapura,Bengaluru,1080.0,2,2,0,Unfurnished,21.0,23000.0,21.3
"2 BHK Flat for Rent in Pai Layout Mahadevapura, Bangalore",Pai Layout Mahadevapura,Bengaluru,915.0,2,2,0,Semi-Furnished,27.0,25000.0,27.32
2 BHK House for Rent in Pai Layout Mahadevapura Bangalore,Pai Layout Mahadevapura,Bengaluru,1200.0,2,2,2,Unfurnished,42.0,50000.0,41.67
"4 BHK Flat for Rent in Pai Layout Mahadevapura, Bangalore",Pai Layout Mahadevapura,Bengaluru,2700.0,4,4,2,Semi-Furnished,34.0,93000.0,34.44
6 BHK House for Rent in Palace Cross Road Bangalore,Palace Cross Road,Bengaluru,4000.0,6,5,5,Semi-Furnished,38.0,150000.0,37.5
"2 BHK Flat for Rent in Palanahalli Road, Bangalore",Palanahalli Road,Bengaluru,900.0,2,2,2,Furnished,24.0,22000.0,24.44
"1 BHK Flat for Rent in Panathur, Bangalore",Panathur,Bengaluru,645.0,1,1,0,Furnished,53.0,34000.0,52.71
"2 BHK Flat for Rent in Panathur, Bangalore",Panathur,Bengaluru,730.0,2,2,0,Unfurnished,55.0,40000.0,54.79
"2 BHK Flat for Rent in Panathur, Bangalore",Panathur,Bengaluru,1231.0,2,2,2,Furnished,32.0,40000.0,32.49
"2 BHK Flat for Rent in Panathur, Bangalore",Panathur,Bengaluru,915.0,2,2,0,Furnished,49.0,45000.0,49.18
"3 BHK Flat for Rent in Panathur, Bangalore",Panathur,Bengaluru,1515.0,3,2,2,Unfurnished,43.0,65000.0,42.9
"1 BHK Flat for Rent in Papareddipalya, Bangalore",Papareddipalya,Bengaluru,600.0,1,1,0,Unfurnished,12.0,7500.0,12.5
2 BHK House for Rent in Papareddipalya Bangalore,Papareddipalya,Bengaluru,650.0,2,1,0,Unfurnished,17.0,11000.0,16.92
1 BHK House for Rent in Parappana Agrahara Bangalore,Parappana Agrahara,Bengaluru,600.0,1,1,0,Furnished,23.0,14000.0,23.33
1 BHK House for Rent in Patteghar Palya Main Road Bangalore,Patteghar Palya Main Road,Bengaluru,300.0,1,1,0,Unfurnished,17.0,5000.0,16.67
"3 BHK Flat for Rent in Peace Layout, Kacharakanahalli, Bangalore",Peace Layout,Bengaluru,1600.0,3,3,4,Semi-Furnished,20.0,32000.0,20.0
1 BHK House for Rent in Phase 1 Sivagiri Township Bangalore,Phase 1 Sivagiri Township,Bengaluru,600.0,1,1,0,Semi-Furnished,20.0,12000.0,20.0
2 BHK House for Rent in Phase 1st JP Nagar Bangalore,Phase 1St JP Nagar,Bengaluru,750.0,2,2,2,Semi-Furnished,40.0,30000.0,40.0
"3 BHK Flat for Rent in Phase 1st JP Nagar, Bangalore",Phase 1St JP Nagar,Bengaluru,2124.0,3,3,0,Semi-Furnished,38.0,80000.0,37.66
"4 BHK Flat for Rent in Phase 1st JP Nagar, Bangalore",Phase 1St JP Nagar,Bengaluru,2500.0,4,4,3,Furnished,80.0,200000.0,80.0
2 BHK House for Rent in Phase 1st MCECHS Layout Bangalore,Phase 1St Mcechs Layout,Bengaluru,1200.0,2,2,2,Semi-Furnished,23.0,28000.0,23.33
"2 BHK Flat for Rent in Phase 2nd JP Nagar, Bangalore",Phase 2Nd JP Nagar,Bengaluru,1000.0,2,2,0,Semi-Furnished,32.0,32000.0,32.0
3 BHK Villa for Rent in Phase 3 Reliable Residency Layout Bangalore,Phase 3 Reliable Residency Layout,Bengaluru,3000.0,3,3,4,Semi-Furnished,20.0,60000.0,20.0
2 BHK House for Rent in Phase 5 JP Nagar Bangalore,Phase 5 JP Nagar,Bengaluru,1400.0,2,3,2,Semi-Furnished,21.0,30000.0,21.43
"3 BHK Flat for Rent in Phase 5 JP Nagar, Bangalore",Phase 5 JP Nagar,Bengaluru,1200.0,3,2,0,Semi-Furnished,69.0,83334.0,69.44
4 BHK House for Rent in Phase 5 JP Nagar Bangalore,Phase 5 JP Nagar,Bengaluru,1600.0,4,3,0,Semi-Furnished,25.0,40000.0,25.0
"1 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Phase 7 JP Nagar,Bengaluru,450.0,1,1,0,Semi-Furnished,22.0,10000.0,22.22
"1 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Phase 7 JP Nagar,Bengaluru,575.0,1,1,0,Semi-Furnished,24.0,14000.0,24.35
"2 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Phase 7 JP Nagar,Bengaluru,1000.0,2,2,0,Unfurnished,10.0,10000.0,10.0
2 BHK House for Rent in Phase 7 JP Nagar Bangalore,Phase 7 JP Nagar,Bengaluru,1000.0,2,2,0,Semi-Furnished,17.0,16500.0,16.5
2 BHK House for Rent in Phase 7 JP Nagar Bangalore,Phase 7 JP Nagar,Bengaluru,1050.0,2,2,2,Semi-Furnished,17.0,18000.0,17.14
2 BHK House for Rent in Phase 7 JP Nagar Bangalore,Phase 7 JP Nagar,Bengaluru,1000.0,2,2,0,Furnished,25.0,25000.0,25.0
"2 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Phase 7 JP Nagar,Bengaluru,2000.0,2,2,0,Semi-Furnished,14.0,28000.0,14.0
"2 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Phase 7 JP Nagar,Bengaluru,1050.0,2,2,2,Semi-Furnished,27.0,28000.0,26.67
"2 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Phase 7 JP Nagar,Bengaluru,1100.0,2,2,2,Furnished,27.0,30000.0,27.27
"2 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Phase 7 JP Nagar,Bengaluru,1100.0,2,2,0,Unfurnished,35.0,38000.0,34.55
"3 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Phase 7 JP Nagar,Bengaluru,1550.0,3,3,0,Furnished,23.0,35000.0,22.58
1 BHK House for Rent in Phase 8th JP Nagar Bangalore,Phase 8Th JP Nagar,Bengaluru,600.0,1,1,0,Semi-Furnished,23.0,14000.0,23.33
1 BHK House for Rent in Pillaganahalli Bangalore,Pillaganahalli,Bengaluru,600.0,1,1,0,Unfurnished,13.0,8000.0,13.33
"2 BHK House for Rent in Pns Layout, Kalyan Nagar Bangalore",Pns Layout,Bengaluru,650.0,2,2,0,Semi-Furnished,31.0,20000.0,30.77
"3 BHK Flat for Rent in Pragathi Nagar, Bangalore",Pragathi Nagar,Bengaluru,1150.0,3,2,2,Semi-Furnished,19.0,22000.0,19.13
"2 BHK Flat for Rent in Prithvi Layout, Whitefield, Bangalore",Prithvi Layout,Bengaluru,850.0,2,2,0,Unfurnished,34.0,29000.0,34.12
"3 BHK Flat for Rent in Prithvi Layout, Whitefield, Bangalore",Prithvi Layout,Bengaluru,1830.0,3,3,2,Semi-Furnished,31.0,56000.0,30.6
"3 BHK Flat for Rent in Pulkeshi Nagar, Bangalore",Pulkeshi Nagar,Bengaluru,1800.0,3,3,4,Furnished,50.0,90000.0,50.0
"3 BHK Flat for Rent in Puttanahalli, Bangalore",Puttanahalli,Bengaluru,1350.0,3,3,2,Semi-Furnished,28.0,38000.0,28.15
"2 BHK House for Rent in Rachenahalli, Thanisandra Bangalore",Rachenahalli,Bengaluru,1200.0,2,2,0,Semi-Furnished,22.0,27000.0,22.5
"4 BHK Flat for Rent in Rachenahalli, Thanisandra, Bangalore",Rachenahalli,Bengaluru,2502.0,4,4,5,Semi-Furnished,26.0,65000.0,25.98
"3 BHK Flat for Rent in Rachenahalli Main Road, Bangalore",Rachenahalli Main Road,Bengaluru,1700.0,3,3,0,Semi-Furnished,26.0,45000.0,26.47
2 BHK House for Rent in Raghuvanahalli Bangalore City Municipal Corporation Layout Bangalore,Raghuvanahalli Bcmc Layout,Bengaluru,1200.0,2,2,2,Semi-Furnished,19.0,23000.0,19.17
3 BHK House for Rent in Rainbow Drive Bangalore,Rainbow Drive,Bengaluru,1850.0,3,4,2,Semi-Furnished,46.0,85000.0,45.95
